TOKEN|MORPH ANALYSIS|UPOS
ukukhulisa|u-ku-khul-is-a|V
amandla|a-ma-ndla|N
ombuso|o-m-buso|POSS
,|,|PUNC
nokuthuthukisa|na-u-ku-thuthuk-is-a|ADV
ubuholi|u-bu-holi|N
nokubambisana|na-u-ku-bamb-is-an-a|ADV
emphakathini|e-mu-phakathi-ini|N
wonke|wo-nke|PRO
.|.|PUNC

Ukusetshenziswa|u-ku-sebenz-is-w-a|V
ngempumelelo|nge-m-pumelelo|ADV
kwaloku|kwa-loku|POSS
hlelo|hlelo|N
kudinga|ku-ding-a|V
ubuholi|u-bu-holi|N
obuqinile|obu-qin-il-e|REL
obuvela|obu-vel-a|REL
kuhulumeni|ku-hulumeni|N
,|,|PUNC
amabhizinisi|a-ma-bhizinisi|N
,|,|PUNC
abasebenzi|a-ba-sebenzi|N
nomphakathi|na-u-m-phakathi|ADV
.|.|PUNC

Ukuhlaziywa|u-ku-hlaziywa|N
kwababambe|kwa-aba-bamb-e|POSS
iqhaza|i-li-qhaza|N
kumele|ku-mel-e|V
kude|kude|ADV
kubhekiswa|ku-bhek-is-w-a|V
kukho|ku-kho|PRO
ngaso|nga-so|ADV
sonke|so-nke|PRO
isikhathi|i-si-khathi|N
sokwenzeka|so-ku-enz-ek-a|REL
kwephrojekthi|kwa-i-phrojekthi|POSS
.|.|PUNC
Kufanele|ku-fan-el-e|V
kubhekwe|ku-bhek-w-e|V
ngokuhlanganyela|nga-u-ku-hlangany-el-a|ADV
nokuhlaziywa|no-ku-hlaziy-w-a|ADV
kwenkinga|kwa-i-n-kinga|POSS
,|,|PUNC
kunokuthi|ku-na-u-ku-th-i|V
kubhekwe|ku-bhek-w-e|V
njengento|njenga-i-n-tho|ADV
ezimele|ezi-m-el-e|REL
nje|nje|ADV
.|.|PUNC

Ukuhlaziywa|u-ku-hlaziy-w-a|V
kwesabiwomali|kwa-i-sabiwomali|POSS
sobulili|sa-u-bu-lili|POSS
kusiza|ku-siz-a|V
ohulumeni|o-hulumeni|N
ukuba|ukuba|CONJ
banqume|ba-nqum-e|V
ngokuthi|nga-ukuthi|ADV
izinqubomgomo|i-zin-qubomgomo|N
kumele|ku-mel-e|V
zilungiswe|zi-lungis-w-e|V
kanjani|ka-njani|ADV
,|,|PUNC
nanokuthi|na-na-u-ku-th-i|COP
yikuphi|yi-ku-phi|COP
lapho|lapho|CONJ
izinsiza|i-zin-siza|N
okumele|oku-m-el-e|REL
zabelwe|zi-ab-el-w-e|V
khona|khona|PRO
.|.|PUNC
Ukuhlaziywa|u-ku-hlaziy-w-a|V
kwesabiwomali|kwa-i-sabiwomali|POSS
sobulili|sa-u-bu-lili|POSS
kunikeza|ku-nikez-a|V
abesifazane|a-be-si-fazane|N
inkomba|i-n-komba|N
yokuzibophezela|ya-ku-zi-bophezel-a|POSS
kukahulumeni|kuka-hulumeni|POSS
ukwethula|u-kwe-thul-a|V
izidingo|i-zi-dingo|N
ezithile|ezi-thile|REL
zabesifazane|za-a-be-si-fazane|POSS
kanye|kanye|CONJ
namalungelo|na-a-ma-lungelo|ADV
okunakekelwa|oku-nakekel-w-a|REL
kwezempilo|kwa-i-za-i-n-philo|POSS
,|,|PUNC
ezemfundo|e-za-i-m-fundo|REL
kanye|kanye|CONJ
nokuthola|na-u-ku-thol-a|ADV
umsebenzi|u-mu-sebenzi|N
.|.|PUNC

Imihlangano|i-mi-hlangano|N
yezinyanga|ya-i-zi-nyanga|POSS
ezimbili|ezin-bili|ADJ
yokulandela|ya-ku-landel-a|POSS
uhlelo|u-lu-hlelo|N
ibalulekile|i-balulek-il-e|V
ekomidini|e-komidi-ini|N
emva|e-mu-va|ADV
kokwenziwa|kwa-u-ku-enz-iw-a|POSS
kohlelo|kwa-u-lu-hlelo|POSS
njengendlela|njenga-n-dlela|ADV
yokuhlanganisa|ya-u-ku-hlangan-is-a|POSS
abantu|a-ba-ntu|N
yokwethula|yo-kwe-thul-a|POSS
uhlelo|u-lu-hlelo|N
nokwenza|na-u-ku-enz-a|ADV
abantu|a-ba-ntu|N
babone|ba-bon-e|V
ukuthi|ukuthi|CONJ
inqubekelaphambili|i-n-qubekelaphambili|N
yohlelo|ya-u-lu-hlelo|POSS
isemahlombe|i-se-ma-hlombe|N
abo|a-bo|POSS
abantu|a-ba-ntu|N
.|.|PUNC

Ahlomisa|a-hlom-is-a|V
okwenziwa|oku-enz-iw-a|REL
ngumphakathi|ng-u-m-phakathi|COP
kanye|ka-nye|ADV
nokwesabela|no-kwe-sabel-a|ADV
komphakathi|ko-u-mu-phakathi|POSS
,|,|PUNC
ukuze|ukuze|CONJ
kuqinisekiswe|ku-qinisek-is-w-e|V
impendulo|i-n-phendulo|N
eya|e-y-a|REL
kumkhandlu|ku-u-m-khandlu|N
.|.|PUNC

Ukudlondlobala|u-ku-dlondlobala|N
kokukhula|kwa-u-ku-khul-a|POSS
komnotho|kwa-u-mu-notho|POSS
ngaphezu|nga-phezu|ADV
kwamaphesenti|kwa-a-ma-phesenti|POSS
ayisi-5|a-y-i-si-5|REL
ngonyaka|nga-u-nyaka|ADV
kuyodinga|ku-yo-ding-a|V
ukuthi|ukuthi|CONJ
osomabhizinisi|o-so-ma-bhizinisi|N
nabasebenzi|na-a-ba-sebenzi|ADV
baqinisekise|ba-qinisek-is-e|V
umbono|u-mu-bono|N
owodwa|o-wo-dwa|REL
abavumelana|aba-vum-el-an-a|REL
ngawo|nga-wo|ADV
.|.|PUNC

Izwe|i-zwe|N
alikakaqali|a-li-ka-ka-qal-i|V
ukubhekana|u-ku-bhek-an-a|V
namaphuzu|na-a-ma-phuzu|ADV
omphakathi|o-m-phakathi|REL
anomthelela|a-na-u-m-thelela|REL
enkohlakalweni|e-nkohlakalo-ini|N
.|.|PUNC
Umlando|u-m-lando|N
waseNingizimu|wa-s-e-Ningizimu|POSS
Afrika|Afrika|N
wosizo|wa-u-sizo|POSS
oluvela|olu-vel-a|REL
kuhulumeni|ku-hulumeni|N
uphinde|u-phind-e|V
usithibeze|u-sithibez-e|V
amazinga|a-ma-zinga|N
amahle|ama-hle|ADJ
okuziphatha|oku-zi-phath-a|REL
.|.|PUNC
Okwenzeka|oku-enz-ek-a|REL
emazweni|e-ma-zwe-ini|N
ngamazwe|nga-a-ma-zwe|ADV
kukhombisa|ku-khomb-is-a|V
ukuthi|ukuthi|CONJ
ngesifiso|nga-i-si-fiso|ADV
sezombusazwe|sa-i-za-u-m-busazwe|POSS
nokusetshenziswa|na-u-ku-sebenz-is-w-a|ADV
kwamasu|kwa-a-ma-su|POSS
afanele|a-fan-el-e|V
ngokusimeme|nga-u-ku-simam-il-e|ADV
,|,|PUNC
inkohlakalo|i-n-kohlakalo|N
ingancishiswa|i-nga-nciph-is-w-a|V
kakhulu|ka-khulu|ADV
kubuyiselwe|ku-buyis-el-w-e|V
nokuthemba|na-u-ku-themb-a|ADV
komphakathi|ko-u-mu-phakathi|POSS
.|.|PUNC

Ukubona|u-ku-bon-a|V
abantu|a-ba-ntu|N
abafanele|aba-fanel-e|REL
isehlakalo|i-si-ehlakalo|N
esithile|esi-thile|REL
.|.|PUNC
Isibonelo|i-si-bonelo|N
uma|uma|CONJ
ngabe|ngabe|CONJ
kuludaba|ku-lu-daba|N
oluphathelene|olu-phath-el-an-il-e|REL
nezempilo|na-e-za-i-m-philo|ADV
,|,|PUNC
abasebenzi|a-ba-sebenzi|N
bezempilo|ba-e-za-i-m-philo|POSS
,|,|PUNC
iziguli|i-zi-guli|N
,|,|PUNC
abeluleki|a-ba-luleki|N
bokunakekela|ba-u-ku-nakekel-a|POSS
emakhaya|e-ma-khaya|N
,|,|PUNC
abeluleki|a-ba-luleki|N
bomphakathi|ba-u-m-phakathi|POSS
njll|njll|ABBR
.|.|PUNC
kungaba|ku-nga-ba|V
ngabantu|ng-a-ba-ntu|COP
okuzodingeka|oku-zo-ding-ek-a|REL
ukuthi|ukuthi|CONJ
bazibandakanye|ba-zi-bandakany-e|V
.|.|PUNC

Ukumeleleka|u-ku-melel-ek-a|V
kwamaqembu|kwa-a-ma-qembu|POSS
amele|a-mel-e|V
izimfuno|i-zi-mfuno|N
-|-|PUNC
Yiziphi|yi-zi-phi|COP
izinhlelo|i-zin-hlelo|N
ezikhona|ezi-khona|REL
zokwenza|za-u-ku-enz-a|POSS
ngithole|ngi-thol-e|V
uvo|u-vo|N
lwamaqembu|lwa-a-ma-qembu|POSS
amele|a-mel-e|V
izimfuno|i-zi-mfuno|N
?|?|PUNC
Kungabe|kungabe|CONJ
ngiyadinga|ngi-ya-ding-a|V
ukuhlela|u-ku-hlel-a|V
imihlangano|i-mi-hlangano|N
njalo|njalo|ADV
neqembu|na-i-qembu|ADV
ngalinye|nga-li-nye|ADV
elimele|eli-mel-e|REL
izimfuno|i-zi-mfuno|N
?|?|PUNC
Qinisekisa|qinis-ek-is-a|V
ukuthi|ukuthi|CONJ
uzinike|u-zi-nik-e|V
isikhathi|i-si-khathi|N
sokwazisa|sa-u-ku-az-is-a|POSS
iKomidi|i-Komidi|N
Lesigceme|la-i-si-gceme|POSS
kulelo|ku-lelo|CDEM
nalelo|na-lelo|ADV
qembu|qembu|N
elimele|eli-mel-e|REL
izimfuno|i-zi-mfuno|N
futhi|futhi|CONJ
wawanikeza|wa-wa-nikez-a|V
imininingwane|i-mi-niningwane|N
yokuxhumana|yo-ku-xhuman-a|POSS
.|.|PUNC

Umgqugquzeli|u-m-gqugquzeli|N
uhola|u-hol-a|V
futhi|futhi|CONJ
aphathe|a-phath-e|V
indlela|i-n-dlela|N
yokugqugquzela|ya-u-ku-gqugquzel-a|POSS
.|.|PUNC
AmaKomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
kungenzeka|ku-nga-enz-ek-a|V
abizwe|a-biz-w-e|V
ukuba|ukuba|CONJ
agqugquzele|a-gqugquzel-e|V
umhlangano|u-m-hlangano|N
ukuze|ukuze|CONJ
athole|a-thol-e|V
uvo|u-vo|N
lomphakathi|lwa-u-m-phakathi|POSS
oluqondene|olu-qond-an-il-e|REL
noHlelo|na-u-hlelo|ADV
Lwentuthuko|lwa-i-ntuthuko|POSS
Oludidiyele|olu-didiyel-e|REL
noma|noma|CONJ
ekwakhiweni|e-ku-akh-iw-a-ini|V
koHlelo|kwa-u-hlelo|POSS
Lokuhlola|lwa-u-ku-hlol-a|POSS
Ukusebenza|u-ku-sebenz-a|V
.|.|PUNC

Imiphakathi|i-mi-phakathi|ADV
yakhiwe|i-akh-iw-e|V
ngabantu|ng-a-ba-ntu|COP
bemilando|ba-i-mi-lando|POSS
engefani|e-nge-fan-i|REL
,|,|PUNC
abathanda|aba-thand-a|REL
izinto|i-zi-nto|N
ezingefani|ezi-nge-fan-i|REL
,|,|PUNC
kanye|kanye|CONJ
namasiko|na-a-ma-siko|ADV
,|,|PUNC
izinkolo|i-zin-kolo|N
,|,|PUNC
izizwe|i-zi-zwe|N
namaholo|na-a-ma-holo|ADV
angefani|a-nge-fan-i|REL
.|.|PUNC
Ukulinganisa|u-ku-linganis-a|V
kanye|kanye|CONJ
nokwamukela|na-ku-amukel-a|ADV
lezi|lezi|CDEM
zinto|zi-nto|N
ezingefani|ezi-nge-fan-i|REL
kuyinselelo|ku-y-i-n-selelo|N
enkulu|en-khulu|ADJ
.|.|PUNC
Izinto|i-zi-nto|N
ezifana|ezi-fan-a|REL
nezinsiza|na-i-zin-siza|ADV
eziyingcosana|ezi-y-i-ngcosana|REL
,|,|PUNC
ukutholakala|u-ku-thol-akal-a|V
nokulawulwa|na-u-ku-lawul-w-a|ADV
kwezinsiza|kwa-i-zin-siza|POSS
kwengeza|ku-engez-a|V
kwengeza|ku-engez-a|V
izinselelo|i-zin-selelo|N
.|.|PUNC
Abagqugquzeli|a-ba-gqugquzel-i|V
bohlelo|ba-u-hlelo|POSS
lwe-CBP|lwa-i-CBP|POSS
kumele|ku-mel-e|V
baqikelele|ba-qikelel-e|V
ukuthi|ukuthi|CONJ
kuba|ku-ba|V
khona|khona|PRO
ukumeleleka|u-ku-melel-ek-a|V
ngesikhathi|nga-i-si-khathi|ADV
sokuhlela|sa-u-ku-hlel-a|POSS
,|,|PUNC
futhi|futhi|CONJ
kumele|ku-mel-e|V
bahlinzeke|ba-hlinzek-e|V
ngethuba|nga-i-thuba|ADV
lokuzwakalisa|la-u-ku-zw-ak-al-is-a|POSS
izinto|i-zi-nto|N
ezifunwayo|ezi-fun-w-a-yo|REL
ngokwehlukana|nga-u-ku-ehluk-an-a|ADV
kwazo|kwa-zo|POSS
,|,|PUNC
bese|be-se|V
kuxoxwa|ku-xox-w-a|V
kuvunyelwane|ku-vum-el-w-an-e|V
ngazo|nga-zo|ADV
.|.|PUNC
Iqhaza|i-qhaza|N
labo|la-bo|POSS
emine|emi-ne|ADJ
isimo|i-si-mo|N
esiqinisekisa|esi-qinis-ek-is-a|REL
ukuzibandakanya|u-ku-zi-bandakany-a|V
ngokuphelelayo|nga-u-ku-phelele-yo|ADV
kwamaqembu|kwa-a-ma-qembu|POSS
enqubeni|e-nqubo-ini|N
yokuhlela|ya-u-ku-hlela|POSS
.|.|PUNC

Yimiphi|yi-mi-phi|COP
imithetho|i-mi-thetho|N
kanye|kanye|CONJ
nezinhlelo|na-i-zin-hlelo|N
zokuthathwa|za-u-ku-thath-w-a|POSS
kwezinqumo|kwa-i-zin-qumo|POSS
:|:|PUNC
Kungabe|kungabe|CONJ
isuka|i-suk-a|V
phezulu|phezulu|ADV
iya|i-y-a|V
phansi|phansi|ADV
?|?|PUNC
Kungabe|kungabe|CONJ
iyabandakanya|i-ya-bandakany-a|V
?|?|PUNC
Kungabe|kungabe|CONJ
akhona|a-khona|ADV
amathuba|a-ma-thuba|N
abantu|a-ba-ntu|N
abasebenza|aba-sebenz-a|REL
ngaphandle|nga-phandle|ADV
,|,|PUNC
abasebenza|aba-sebenz-a|REL
emahhovisi|e-ma-hhovisi|N
kanye|kanye|CONJ
nabanye|na-aba-nye|ADV
abangebona|aba-nge-bo-na|REL
abaphathi|a-ba-phathi|N
ukuba|ukuba|CONJ
baqhamuke|ba-qhamuk-e|V
nokusha|na-oku-sha|ADV
;|;|PUNC
ukuba|ukuba|CONJ
babe|ba-be|V
negalelo|na-i-galelo|ADV
kwizinqumo|ku-i-zin-qumo|N
zeKomidi|za-i-komidi|POSS
lesiGceme|le-si-gceme|POSS
?|?|PUNC

Ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
okusiza|oku-siz-a|REL
izinkampani|i-zin-kampani|N
zangaphandle|za-nga-phandle|POSS
ukufeza|u-ku-fez-a|V
izinhloso|i-zi-nhloso|N
zezinhlelo|za-i-zin-hlelo|POSS
zabo|za-bo|POSS
,|,|PUNC
ikakhulukazi|i-ka-khulukazi|N
ngezindleko|nga-i-zin-dleko|ADV
eziphansi|ezi-phansi|REL
.|.|PUNC
Abantu|a-ba-ntu|N
bangabamba|ba-nga-bamb-a|V
iqhaza|i-li-qhaza|N
ngokwenza|nga-u-ku-enz-a|ADV
amaqembu|a-ma-qembu|N
ukuhlangabezana|u-ku-hlangabez-an-a|V
nezinhloso|na-i-zin-hloso|ADV
ezibekwe|ezi-bek-w-e|REL
ngaphambili|nga-phambili|ADV
,|,|PUNC
eziphathelene|ezi-phathalan-il-e|REL
nohlelo|na-u-hlelo|ADV
.|.|PUNC
Ukubamba|u-ku-bamb-a|V
iqhaza|i-li-qhaza|N
okunjalo|oku-njalo|REL
kuvamise|ku-vam-is-e|V
ukuba|ukuba|CONJ
khona|khona|PRO
emva|e-mu-va|ADV
kokuba|kwa-ukuba|POSS
izinkampani|i-zin-kampani|N
zangaphandle|za-nga-phandle|POSS
sezithathe|se-zi-thath-e|V
izinqumo|i-zin-qumo|N
ezisemqoka|ezi-s-e-m-qoka|REL
.|.|PUNC

Umkhandlu|u-mu-khandlu|N
oqokiwe|o-qok-iw-e|REL
yiwo|y-iwo|COP
inkundla|i-n-kundla|N
yokugcina|ya-u-ku-gcin-a|POSS
ekuthathweni|e-ku-thath-w-a-ini|V
kwezinqumo|kwa-i-zin-qumo|POSS
kuma-IDP|ku-ma-IDP|N
.|.|PUNC
Igalelo|i-galel-o|V
ledemokhrasi|le-demokhrasi|CDEM
lapho|lapho|CDEM
kubanjwa|ku-banjw-a|V
iqhaza|i-li-qhaza|N
khona|kho-na|PRO
luwukwazisa|lu-wu-ku-az-is-a|V
,|,|PUNC
ukuxoxisana|u-ku-xox-is-an-a|V
kanye|ka-nye|ADV
nokuphawula|no-ku-phawul-a|ADV
mayelana|mayela-ana|N
nalezo|na-lezo|ADV
zinqumo|zin-qumo|N
,|,|PUNC
ngesikhathi|nga-i-si-khathi|ADV
senqubo|se-i-n-qubo|POSS
yokuhlela|ya-u-ku-hlel-a|POSS
/|/|PUNC
sokuthathwa|sa-u-ku-thath-w-a|POSS
kwezinqumo|kwa-i-zin-qumo|POSS
.|.|PUNC

Funda|fund-a|V
nababambe|na-aba-bamb-e|ADV
iqhaza|i-li-qhaza|N
amanothi|a-ma-nothi|N
esifundo|esi-fundo|REL
emakhasini|e-ma-khasi-ini|N
ama-75-76|a-ma-75-76|N
.|.|PUNC
Ababambe|aba-bamb-e|REL
iqhaza|i-li-qhaza|N
kumele|ku-mel-e|V
benze|ba-enz-e|V
uhlelo|u-hlelo|N
lomhlangano|lwa-u-m-hlangano|POSS
wekomidi|wa-i-komidi|POSS
lesigceme|la-i-si-gceme|POSS
nolomhlangano|na-u-la-u-m-hlangano|ADV
womphakathi|wa-u-mu-phakathi|POSS
.|.|PUNC

Umkhandlu|u-m-khandlu|N
ukhangise|u-khangis-e|V
ithenda|i-thenda|N
yokudiliva|ya-u-ku-diliv-a|POSS
ukudla|u-ku-dla|N
ngamaphasela|nga-a-ma-phasela|ADV
emphakathini|e-mu-phakathi-ini|N
.|.|PUNC
Ithenda|i-thenda|N
inikwe|i-nik-w-e|V
usonkontileka|u-so-n-kontileka|N
wangaphandle|wa-nga-phandle|ADV
,|,|PUNC
kodwa|kodwa|CONJ
abaningi|aba-ningi|ADJ
babona|ba-bon-a|V
ukuthi|ukuthi|CONJ
bebekhona|be-be-khona|V
emphakathini|e-mu-phakathi-ini|N
abebengawenza|abe-be-nga-w-enz-a|REL
lo|lo|CDEM
msebenzi|mu-sebenzi|N
.|.|PUNC
Usonkontileka|U-sonkontileka|N
usebenzisa|u-sebenz-is-a|V
abantu|a-ba-ntu|N
bangaphandle|ba-nga-phandle|POSS
abangayazi|aba-nga-i-az-i|REL
indawo|i-n-dawo|N
futhi|futhi|CONJ
ngesinye|nga-esi-nye|ADV
isikhathi|i-si-khathi|N
amaphasela|a-ma-phasela|N
okudla|oku-dla|REL
awafiki|a-wa-fik-i|V
kulabo|ku-labo|CDEM
abhekiswe|a-bhek-is-w-e|V
kubo|ku-bo|PRO
.|.|PUNC
Kunokungaxhumani|ku-na-ku-nga-xhuman-i|V
kahle|ka-hle|ADV
phakathi|phakathi|ADV
kukasonkontileka|ku-ka-sonkontileka|N
,|,|PUNC
iKomidi|i-Komidi|N
Lesigceme|la-i-si-gceme|POSS
nomphakathi|na-u-m-phakathi|ADV
.|.|PUNC
Vele|vele|IDEO
sekunezinkinga|s-e-ku-na-i-zin-kinga|N
ezibonakalayo|ezi-bon-akal-a-yo|REL
futhi|futhi|CONJ
umphakathi|u-mu-phakathi|N
ubona|u-bon-a|V
ukuthi|ukuthi|CONJ
amaKomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
kufanele|ku-fanel-e|V
enze|a-enz-e|V
okuthile|oku-th-ile|REL
ngale|nga-le|ADV
nkinga|n-kinga|N
.|.|PUNC

Ngonyaka|nga-u-nyaka|ADV
wezi-2030|wa-i-zi-2030|POSS
,|,|PUNC
abantu|a-ba-ntu|N
abahlala|aba-hlal-a|REL
eNingizimu|e-Ningizimu|N
Afrika|Afrika|N
kufanele|ku-fanel-e|V
baziwe|ba-az-iw-e|V
bephephile|be-pheph-il-e|V
futhi|futhi|CONJ
bengenakho|be-nge-na-kho|ADV
ukwesaba|u-kwe-sab-a|V
ubelelesi|u-bu-elelesi|N
.|.|PUNC
Abesifazane|a-be-sifazane|N
,|,|PUNC
izingane|i-zi-ngane|N
namaqembu|na-a-ma-qembu|ADV
ahlaseleka|a-hlasel-ek-a|V
kalula|ka-lul-a|ADV
kumele|ku-mel-e|V
bazizwe|ba-zi-zw-e|V
bevikelekile|be-vikel-ek-ile|V
.|.|PUNC
Kufanele|ku-fanel-e|V
bayethembe|ba-ye-themb-e|V
inqubo|i-n-qubo|N
yokusebenza|ya-u-ku-sebenz-a|POSS
komthetho|kwa-u-m-thetho|POSS
ukubopha|u-ku-boph-a|V
nokushushisa|na-u-ku-shushis-a|ADV
ngempumelelo|nge-m-pumelelo|ADV
izelelesi|i-zi-elelesi|N
ezilwa|ezi-lw-a|REL
nokuphepha|na-u-ku-pheph-a|ADV
kwabantu|kwa-a-ba-ntu|POSS
nomphakathi|na-u-m-phakathi|ADV
.|.|PUNC
Uphiko|u-phiko|N
Lwezemisebenzi|lwa-i-za-i-mi-sebenzi|POSS
Yamaphoyisa|ya-a-ma-phoyisa|POSS
AseNingizimu|a-s-e-Ningizimu|REL
Afrika|Afrika|N
namaphoyisa|na-a-ma-phoyisa|ADV
edolobha|e-dolobha|N
kumele|ku-mel-e|V
kube|ku-be|V
yizikhungo|y-i-zi-khungo|COP
ezisebenza|ezi-sebenz-a|REL
kahle|ka-hle|ADV
ezinabasebenzi|ezi-na-a-ba-sebenzi|REL
abanamakhono|aba-na-a-ma-khono|REL
,|,|PUNC
abakwazi|aba-ku-az-i|REL
ukuzilawula|u-ku-zi-lawul-a|V
,|,|PUNC
abaziphethe|aba-zi-phath-il-e|REL
kahle|ka-hle|ADV
abawuhloniphayo|aba-wu-hlonipha-a-yo|REL
umsebenzi|u-mu-sebenzi|N
wabo|wa-bo|POSS
futhi|futhi|CONJ
abasiza|aba-siz-a|REL
umphakathi|u-m-phakathi|ADV
.|.|PUNC

AmaKomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
abalulekile|a-balulek-il-e|V
ekuqinisekiseni|e-u-ku-qinis-ek-is-a-ini|V
ukubamba|u-ku-bamb-a|V
komphakathi|ko-u-mu-phakathi|POSS
iqhaza|i-li-qhaza|N
ekusebenzeni|e-ku-sebenz-a-ini|V
kukamasipala|ku-ka-masipala|N
.|.|PUNC
Lokhu|lokhu|CDEM
kufaka|ku-fak-a|V
phakathi|phakathi|ADV
ukuhlola|u-ku-hlol-a|V
ukusebenza|u-ku-sebenz-a|V
kukamasipala|ku-ka-masipala|N
nokuba|na-u-ku-b-a|ADV
novo|na-u-vo|ADV
kwi-PMS|ku-i-PMS|N
.|.|PUNC
Kunomgomo|ku-na-u-m-gomo|N
womthetho|wa-u-m-thetho|POSS
kumasipala|ku-masipala|N
wokumbandakanya|wa-u-ku-m-bandakany-a|POSS
amakomidi|a-ma-komidi|N
endawo|e-n-dawo|N
,|,|PUNC
ngokusebenzisa|nga-u-ku-sebenz-is-a|ADV
amaKomidi|a-ma-komidi|N
Ezigceme|ezi-gceme|REL
ukwenza|u-ku-enz-a|V
ama-KPI|a-ma-KPI|N
nemiklamo|na-i-mi-klamo|ADV
yokusebenza|ya-u-ku-sebenz-a|POSS
nokuqinisekisa|na-u-ku-qinis-ek-is-a|ADV
ukumbandakanywa|u-ku-m-bandakany-w-a|V
komphakathi|ko-u-mu-phakathi|POSS
ekuhloleni|e-u-ku-hlol-a-ini|V
nasekubuyekezeni|na-s-e-ku-buyekez-a-ini|ADV
izinkomba|i-zin-komba|N
.|.|PUNC
Kungenzeka|ku-nga-enz-ek-a|V
kube|ku-be|V
nezimfuno|na-i-zi-mfuno|ADV
ezishayisanayo|ezi-shay-is-an-a-yo|REL
kuzigceme|ku-zi-gceme|N
ezihlukene|ezi-hlukan-e|REL
kumasipala|ku-masipala|N
futhi|futhi|CONJ
lezi|lezi|CDEM
zimfuno|zi-mfuno|N
kufanele|ku-fanel-e|V
zibhekisiswe|zi-bhek-isis-w-e|V
uma|uma|CONJ
kwenziwa|ku-enz-iw-a|V
i-PMS|i-PMS|N
.|.|PUNC
IKomidi|i-komidi|N
Lesigceme|la-i-si-gceme|POSS
ngayinye|nga-yi-nye|ADV
kumasipala|ku-masipala|N
lingakujabulela|li-nga-ku-jabul-el-a|V
ukuthi|ukuthi|CONJ
izimfuno|i-zi-m-funo|N
zalo|za-lo|POSS
ziyakhathalelwa|zi-ya-khathalel-w-a|V
.|.|PUNC
Isibonelo|i-si-bonelo|N
,|,|PUNC
isigceme|i-si-gceme|N
esinezimboni|esi-na-i-zi-mboni|REL
eziyimbijana|ezi-y-i-mbijana|REL
nezinga|na-i-zinga|ADV
lokungaqashwa|la-u-ku-nga-qash-w-a|POSS
eliphezulu|eli-phezulu|REL
ingafuna|i-nga-fun-a|V
ukuba|ukuba|CONJ
kwenziwe|ku-enz-iw-e|V
isimo|i-si-mo|N
lapho|lapho|CONJ
kugqugquzelwa|ku-gqugquzel-w-a|V
khona|khona|PRO
izimboni|i-zi-mboni|N
.|.|PUNC
Esinye|esi-nye|ADJ
isigceme|i-si-gceme|N
singaba|si-nga-ba|V
nesikhumulo|na-i-si-khumulo|ADV
sezindiza|sa-i-zi-ndiza|POSS
futhi|futhi|CONJ
isikhalazo|i-si-khalazo|N
sayo|sa-yo|POSS
kube|ku-be|V
ngumsindo|ng-u-m-sindo|COP
nokungcola|na-u-ku-ngcola|ADV
komoya|kwa-u-moya|POSS
.|.|PUNC
I-PMS|i-PMS|N
kungafuneka|ku-nga-fun-ek-a|V
izame|i-zam-e|V
ukufaka|u-ku-fak-a|V
zonke|zo-nke|PRO
izimfuno|i-zi-m-funo|N
ngokubheka|nga-u-ku-bhek-a|ADV
ukuthi|ukuthi|CONJ
yikuphi|yi-ku-phi|COP
okungenzeka|oku-nga-enz-ek-a|REL
kulowo|ku-lowo|CDEM
masipala|masipala|N
.|.|PUNC

Uhulumeni|u-hulumeni|N
wendawo|we-n-dawo|POSS
kufanele|ku-fan-el-e|V
aqinisekisa|a-qinisek-is-a|V
ukuthi|ukuthi|CONJ
kukhona|ku-khona|ADV
ulawulo|u-lawulo|N
lwangempela|lwa-nge-m-pela|POSS
ukuze|ukuze|CONJ
kuvikeleke|ku-vikel-ek-e|V
imali|i-n-mali|N
engenayo|e-ngen-a-yo|REL
,|,|PUNC
impahla|i-n-pahla|N
,|,|PUNC
nemali|na-i-mali|N
kamasipala|ka-u-masipala|POSS
edalwa|e-dal-w-a|V
ukumosha|u-ku-mosh-a|V
,|,|PUNC
ukulahleka|u-ku-lahleka|N
noma|noma|CONJ
ukutshontshwa|u-ku-tshontshwa|N
.|.|PUNC

Kusemqoka|ku-s-e-m-qoka|N
ukuthola|u-ku-thol-a|V
izidingo|i-zi-dingo|N
zomphakathi|za-u-mu-phakathi|POSS
ngaphambi|nga-phambi|ADV
kokwenza|kwa-u-ku-enz-a|POSS
iphrojekthi|i-phrojekthi|N
noma|noma|CONJ
ukuqala|u-ku-qala|N
umsebenzi|u-mu-sebenzi|N
wentuthuko|wa-i-n-tuthuko|POSS
endaweni|e-n-dawo-ini|N
.|.|PUNC
Umfanekiso|U-m-fanekiso|N
osekhasini|o-s-e-khasi-ini|N
elilandelayo|eli-landel-a-yo|REL
ukhombisa|u-khomb-is-a|V
amanye|ama-nye|ADJ
amaphuzu|a-ma-phuzu|N
asemqoka|a-se-m-qoka|REL
okumele|oku-m-el-e|REL
abhekelelwe|a-bhekel-el-w-e|V
.|.|PUNC

Kungabe|kungabe|CONJ
uhlelo|u-hlelo|N
lwaphendula|lwa-phendul-a|V
kanjani|ka-njani|ADV
